time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased,a
42,3.0,0.5,0.4250000119209289,0.1375000029802322,0.1079167484427981,0.0077669596930054,0.01833222042929,0.0021798209980949,0.0137948025221601,0.0010682838976461,0.0009629143353989,0.0052344585037961,0.0036350816076841,0.0218634436504864,0
43,3.0,0.5,0.4250000119209289,0.1375000029802322,0.105445881477591,0.006328742352204,0.015437622376253,0.0017765019813434,0.0114856858656291,0.0008894635233821,0.00088679445231,0.0047789437115306,0.0037595743221218,0.0226223909382831,0
44,3.0,0.5,0.4250000119209289,0.1375000029802322,0.103430956757703,0.0051580969456038,0.0129551875437674,0.0014477570916318,0.0095301404073142,0.0007380239989189,0.0008126350817875,0.0043400754730345,0.0038739401496618,0.0233134646128187,0
45,3.0,0.5,0.4250000119209289,0.1375000029802322,0.1017867071170573,0.0042055802995539,0.010839620593303,0.0011800797338877,0.0078851648595292,0.0006106353764264,0.0007413795377834,0.0039229149821934,0.0039785097221453,0.0239395930658447,0
46,3.0,0.5,0.4250000119209289,0.1375000029802322,0.1004440881615803,0.00343050770884,0.0090462892496636,0.0009622233774779,0.0065090740551976,0.0005040694918231,0.0006736997469114,0.0035308624991937,0.004073721434503,0.0245043465165671,0
47,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0993471569548871,0.0027996281777513,0.0075329646352784,0.0007849199738488,0.0053631128026868,0.0004153250450056,0.0006100383872709,0.0031659405075763,0.0041600886191235,0.0250116968662464,0
48,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0984505254404393,0.0022858705133985,0.0062608193565254,0.000640583859983,0.0044123016136964,0.0003416932331114,0.0005506500554579,0.0028290636618545,0.0042381713993162,0.0254658394607842,0
49,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0977173079758218,0.0018672578663454,0.0051949085143925,0.0005230345356943,0.0036257536577541,0.0002807821537845,0.000495639212202,0.0025202828561522,0.0043085530059062,0.025871036449119,0
50,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0971175019349844,0.0015259689067855,0.0043042929445626,0.0004272503724196,0.0029766473355377,0.0002305146950843,0.0004449937368553,0.0022389995266198,0.0043718234723987,0.026231512259509,0
51,3.0,0.5,0.4250000119209289,0.1375000029802322,0.096626674683031,0.0012475589716766,0.0035619252275334,0.0003491576131634,0.0024419905246226,0.0001891102960252,0.0003986138792739,0.0019841442307802,0.0044285643019542,0.0265513608815236,0
52,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0962249235220403,0.0010203085191724,0.0029444015527674,0.00028545117677,0.0020022705654012,0.0001550579293188,0.0003563363526433,0.0017543253526739,0.0044793387852673,0.0268344816545038,0
53,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0958959980373727,0.0008347246523506,0.002431638429426,0.0002334523842816,0.0016410595256811,0.0001270853655889,0.0003179542601117,0.001547947357911,0.0045246866736003,0.0270845559440881,0
54,3.0,0.5,0.4250000119209289,0.1375000029802322,0.095626649343948,0.0006830869683399,0.0020065152937202,0.000190986848134,0.0013446132384902,0.0001041282474968,0.0002832328192378,0.0013633035296766,0.0045651169801801,0.0273050071179787,0
55,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0954060415284534,0.000559138841726,0.0016545207695536,0.0001562904449017,0.0011014901450402,8.530054172547925e-05,0.0002519217660851,0.0011986475228454,0.0046011046688411,0.0274989993941655,0
56,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0952253335544743,0.0004577827886653,0.001363411670692,0.0001279297133699,0.0009022042680661,6.986763476270956e-05,0.0002237650530889,0.0010522461747342,0.0046330923816894,0.0276694320820433,0
57,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0950772865067079,0.0003748745328466,0.0011228982148471,0.0001047387655269,0.0007389145561081,5.722231768619763e-05,0.000198507827203,0.0009224174327419,0.0046614869837737,0.0278189418859648,0
58,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0949559906199321,0.0003070365076797,0.0009243613165352,8.576917078894674e-05,0.0006051563396225,4.686394564507546e-05,0.0001759018670944,0.0008075572771254,0.0046866625145123,0.0279499201818885,0
59,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0948566026739642,0.0002515103479199,0.0007606001410637,7.024737288778588e-05,0.0004956093110043,3.838050658945733e-05,0.0001557091666975,0.0007061564397551,0.0047089596837912,0.0280645216557016,0
60,3.0,0.5,0.4250000119209289,0.1375000029802322,0.094775146736326,0.000206053202788,0.0006256135369443,5.754307056974208e-05,0.0004059012141811,3.14334111281874e-05,0.0001377043456221,0.0006168103921769,0.0047286879595587,0.0281646804280922,0
61,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0947083897703817,0.0001688333742213,0.0005144116889405,4.714296743895441e-05,0.0003324437074634,2.574478361997811e-05,0.0001216762609648,0.0005382235118039,0.0047461277274067,0.0282521224361454,0
62,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0946536746277457,0.0001383497498826,0.0004228507391597,3.862695751614791e-05,0.0002722942650923,2.1086746096593447e-05,0.0001074286731807,0.0004692103551689,0.0047615322341929,0.0283283881809302,0
63,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0946088175401739,0.0001133806762065,0.000347496139569,3.1652659208535904e-05,0.0002230412582898,1.727254246955387e-05,9.478050478260794e-05,0.0004086926570072,0.0047751276600277,0.0283948465488168,0
64,3.0,0.5,0.4250000119209289,0.1375000029802322,0.094572053986068,9.292406939518168e-05,0.0002855039942708,2.5939807557223136e-05,0.0001827092441365,1.4149191455821382e-05,8.356566712442584e-05,0.000355695069583,0.0047871183732538,0.0284527097845716,0
65,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0945419050844021,7.616352462037447e-05,0.0002345227693256,2.125965879323049e-05,0.0001496805187946,1.159141458418277e-05,7.363256099880331e-05,0.000309339714247,0.0047976867864744,0.0285030504800603,0
66,3.0,0.5,0.4250000119209289,0.1375000029802322,0.094517198326699,6.242959822382387e-05,0.0001926097124704,1.7424963048895287e-05,0.0001226308013632,9.496656505298458e-06,6.484344788362509e-05,0.0002688394799865,0.0048069963079803,0.0285468162593984,0
67,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0944969316674037,5.1174190250730224e-05,0.0001581615238225,1.4282840833926858e-05,0.0001004761588022,7.780978765070096e-06,5.707362885146863e-05,0.000233491238742,0.0048151929254431,0.0285848387052189,0
68,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0944803253538257,4.195106829160016e-05,0.0001298556400227,1.170795350128898e-05,8.232938239800443e-05,6.375673930412652e-06,5.021059817134604e-05,0.0002026689977362,0.0048224054938586,0.028617853226817,0
69,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0944667113555948,3.438984790629348e-05,0.000106601629042,9.597471536093364e-06,6.746423320047591e-05,5.224501156936999e-06,4.415315079439465e-05,0.0001758168808358,0.0048287488309468,0.028646500787815,0
70,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0944555448824265,2.819535065484613e-05,8.750207252283109e-05,7.868047346148576e-06,5.528635235639794e-05,4.281433251127985e-06,3.881046565676024e-05,0.0001524425643252,0.0048343258047462,0.0286713469104746,0
71,3.0,0.5,0.4250000119209289,0.1375000029802322,0.0944487659098727,2.4432583531030973e-05,7.588743794444175e-05,6.818037653116988e-06,4.789549385020935e-05,3.7090772609756624e-06,3.536675515189629e-05,0.0001375389978325,0.0048379121248279,0.0286871452528379,0
0,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9981053460858028,0.0008162555922348,0.0003145656751598,0.000134585519324,0.0001889464445702,4.875489720970625e-05,2.537641675708112e-05,2.563192808186957e-05,0.0002594689863121,1.705958740243373e-05,0
1,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9974166574524548,0.0010046478141009,0.0004499465107794,0.0001910079535385,0.0002892769936278,4.619877953172943e-05,2.435693708507252e-05,3.556860032799356e-05,0.0002628163187689,2.172498156077809e-05,0
2,3.0,0.5,0.6000000238418579,0.1375000029802322,0.996468653250774,0.0013133064415116,0.0006114471179096,0.0002507632993832,0.0004123472393428,4.8528335798494974e-05,2.34681151529408e-05,4.412306906919326e-05,0.0002660327558757,2.777087771047204e-05,0
3,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9951961429308565,0.0017420895989974,0.0008202824188371,0.0003308574817673,0.0005645502971438,5.529309092379242e-05,2.290321236494701e-05,5.279430112145599e-05,0.0002691492831198,3.510545991821379e-05,0
4,3.0,0.5,0.6000000238418579,0.1375000029802322,0.99349963143152,0.0023172211858632,0.0010959379074409,0.0004390740645558,0.0007604792405242,6.696372613537088e-05,2.2836184090399625e-05,6.290209934842563e-05,0.000272221228515,4.384682886055327e-05,0
5,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9912436053368716,0.0030817772472886,0.0014614150913242,0.000583738430225,0.0010176810470281,8.443921648891876e-05,2.345136518448868e-05,7.578164434847747e-05,0.0002753278036903,5.431272497434418e-05,0
6,3.0,0.5,0.6000000238418579,0.1375000029802322,0.988248369084476,0.0040944072324653,0.0019460839383038,0.000775923456605,0.0013576146535916,0.0001090606639962,2.4961661926926405e-05,9.29025928126665e-05,0.0002785746346492,6.703199195102589e-05,0
7,3.0,0.5,0.6000000238418579,0.1375000029802322,0.98427910769571,0.0054315540258043,0.0025880163126105,0.0010302712959155,0.0018075215720539,0.0001427140222543,2.7627732362540517e-05,0.0001159919919859,0.0002820990662403,8.27740918530241e-05,0
8,3.0,0.5,0.6000000238418579,0.1375000029802322,0.979031669246646,0.0071908105655913,0.0034364300716174,0.0013657304847308,0.0024024382316659,0.0001879565646545,3.178014731347411e-05,0.0001471733465564,0.0002860779951371,0.0001025984307296,0
9,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9721163294265074,0.0094943190063854,0.0045543511092759,0.0018063476418527,0.0031873336042887,0.0002481619469204,3.7845045807051234e-05,0.000189125314111,0.0002907388567062,0.0001279261275657,0
10,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9630409663865546,0.012491314885329,0.0060213266536054,0.0023819864962843,0.0042193271120125,0.0003276777012973,4.637363135208339e-05,0.0002452620166461,0.0002963744766255,0.0001606375576031,0
11,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9511958665044966,0.0163579115239845,0.0079357851487634,0.0031287273287192,0.0055697954243374,0.0004319783699612,5.8075262174025655e-05,0.0003199335385366,0.0003033621291855,0.0002031988756645,0
12,3.0,0.5,0.6000000238418579,0.1375000029802322,0.9358460397316822,0.0212912580739532,0.0104161185650246,0.0040884330757384,0.0073258420350047,0.000567772504381,7.385256043335303e-05,0.0004186365779092,0.0003121871892002,0.0002588197712909,0
13,3.0,0.5,0.6000000238418579,0.1375000029802322,0.916138701533245,0.0274941124064756,0.0135990317590851,0.0053067745910041,0.0095902058397371,0.0007429905851628,9.483462927984334e-05,0.0005482112991937,0.0003234713820252,0.0003316424759407,0
14,3.0,0.5,0.6000000238418579,0.1375000029802322,0.8911376695415009,0.0351447224448989,0.0176329636706655,0.006828744871715,0.0124781441770786,0.0009665401998072,0.0001224005247979,0.0007169756613068,0.0003380050332992,0.0004269569033667,0
15,3.0,0.5,0.6000000238418579,0.1375000029802322,0.8599002100840336,0.0443465695488721,0.0226636138830531,0.0086904311992066,0.0161092007938043,0.0012476665008108,0.0001581798645136,0.0009347168040735,0.0003567810418523,0.0005514264293041,0
16,3.0,0.5,0.6000000238418579,0.1375000029802322,0.821609529338051,0.0550566967741043,0.0288085275228512,0.0109061757104157,0.0205913517133826,0.0015947228372228,0.00020401045068,0.0012124168129422,0.0003810265040689,0.0007132942956684,0
17,3.0,0.5,0.6000000238418579,0.1375000029802322,0.775765489090373,0.0669995905434541,0.0361190058671494,0.013451377035189,0.0259954571055395,0.0020131900544962,0.0002618270394865,0.0015615546254479,0.0004122240802416,0.0009225181951892,0
18,3.0,0.5,0.6000000238418579,0.1375000029802322,0.7224149528232345,0.0795894319899011,0.0445315293058012,0.0162436074964524,0.0323198664745503,0.0025029364541868,0.0003334539459286,0.0019928209410819,0.0004521124849764,0.0011907573319212,0
19,3.0,0.5,0.6000000238418579,0.1375000029802322,0.6623645418693794,0.0919009702565235,0.0538179455992923,0.019128402059837,0.0394494813550419,0.0030550455225263,0.0004202844731385,0.0025141464429109,0.0005026513895031,0.0015311130465755,0
20,3.0,0.5,0.6000000238418579,0.1375000029802322,0.5972887918325226,0.1027375965188706,0.0635521328597228,0.0218792180934873,0.0471199287280701,0.0036490418227323,0.0005228578324832,0.0031281208104129,0.0005659355333415,0.0019575176956061,0
21,3.0,0.5,0.6000000238418579,0.1375000029802322,0.5296401067005749,0.1108238876142561,0.0731164469077104,0.0242209291611381,0.054903914773146,0.0042518340601042,0.0006403975961272,0.0038292012991462,0.000644049033573,0.0024837163638069,0
22,3.0,0.5,0.6000000238418579,0.1375000029802322,0.4623275237726669,0.1150936866522924,0.0817649765498303,0.0258787380906309,0.0622371012549756,0.004819718399284,0.0007704259463859,0.0046014286779678,0.0007388607465498,0.0031218490994259,0
23,3.0,0.5,0.6000000238418579,0.1375000029802322,0.3982309450095828,0.1149768861491964,0.0887413927742149,0.0266416149519017,0.0684914348140571,0.0053040562544918,0.0009086068046667,0.0054175841286349,0.0008517810315943,0.0038807826378906,0
24,3.0,0.5,0.6000000238418579,0.1375000029802322,0.3397107106000295,0.1105607746388028,0.0934220247309449,0.0264173919979175,0.0730844954758218,0.0056597448498313,0.0010489442294701,0.006240557160364,0.0009835210207129,0.0047644771827315,0
25,3.0,0.5,0.6000000238418579,0.1375000029802322,0.2882829753611971,0.1025504397482676,0.0954374343487394,0.0252561645957725,0.0755937465446704,0.0058540626468514,0.0011843690395565,0.0070270853921337,0.0011339040241918,0.0057707414791574,0
26,3.0,0.5,0.6000000238418579,0.1375000029802322,0.2445457923300899,0.0920526166058528,0.0947311753648827,0.0233322054561955,0.0758375787815125,0.0058729445828495,0.0013076102948374,0.0077332110578605,0.0013017776086585,0.0068906997215004,0
27,3.0,0.5,0.6000000238418579,0.1375000029802322,0.2083239763010466,0.0802870088825003,0.0915416217473831,0.0208942332278305,0.0738972557773108,0.0057226830288035,0.0014121455839736,0.0083201232487238,0.0014850506428927,0.0081091316152282,0
28,3.0,0.5,0.6000000238418579,0.1375000029802322,0.1789259776278932,0.0683390478724384,0.0863234061716791,0.0182059704638433,0.0700781445802004,0.0054269265477572,0.0014929946253788,0.0087589641325279,0.0016808504883243,0.0094056343754606,0
29,3.0,0.5,0.6000000238418579,0.1375000029802322,0.1554049208499189,0.0570182406844316,0.079642343450538,0.0154979086618199,0.0648304798070543,0.0050205409980603,0.0015471923504187,0.0090335734211447,0.0018857658889007,0.0107563713396542,0
30,3.0,0.5,0.6000000238418579,0.1375000029802322,0.136759074847044,0.0468248551065162,0.0720767474753058,0.0129407112968542,0.0586586900385153,0.0045425903194336,0.0015738881901444,0.009140896963226,0.0020961295522526,0.0121360570544006,0
31,3.0,0.5,0.6000000238418579,0.1375000029802322,0.1220549155517469,0.0379901419449358,0.0641452551415302,0.0106397322292403,0.0520438884435352,0.0040303332938849,0.0015741261219742,0.0090894296863481,0.0023082902568922,0.013519842373627,0
32,3.0,0.5,0.6000000238418579,0.1375000029802322,0.110485026905499,0.0305486628450721,0.0562667710176175,0.0086436881496019,0.045392359575409,0.0035152318122972,0.0015504191602627,0.008896426930147,0.0025188414798484,0.0148848687089967,0
33,3.0,0.5,0.6000000238418579,0.1375000029802322,0.1013828044375644,0.0244121499751215,0.0487480154890903,0.00695960179919,0.0390115874474789,0.0030210982419283,0.0015062450581589,0.0085846812717685,0.0027247857407765,0.0162113530033723,0
34,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0942137144331416,0.0194292313965059,0.0417900265369305,0.0055680914429916,0.0331082992407489,0.0025639414122967,0.0014455604198915,0.0081794842834337,0.0029236306673162,0.0174831918375902,0
35,3.0,0.5,0.6000000238418579,0.1375000029802322,0.088556525735294,0.0154269540464211,0.0355049733709272,0.0044359336919389,0.027800422183676,0.0021528939032438,0.0013723983888374,0.0077061384792403,0.0031134253300414,0.0186881424033428,0
36,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0840824487689812,0.0122359883509324,0.0299364536110496,0.0035249476949496,0.0231355332840372,0.001791639995842,0.0012905727309426,0.0071881812757997,0.0032927494085627,0.0198176815545296,0
37,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0805359515516732,0.0097037482550585,0.0250792033507481,0.0027975163235524,0.0191104677479544,0.0014799348835956,0.0012034896092482,0.0066462919563384,0.0034606692440544,0.0208666401182182,0
38,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0777185161893704,0.0076994848103714,0.0208958114495797,0.0022195288528651,0.0156887737208369,0.0012149553103519,0.0011140481531839,0.0060977504797148,0.0036166792426262,0.0218327462152623,0
39,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0754757401315788,0.0061148560164196,0.0173300748136424,0.0017616104110229,0.0128149230498119,0.0009924011005512,0.0010246129059147,0.0055563539766234,0.0037606265779337,0.0227160816217934,0
40,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0736872212700869,0.0048620294129164,0.0143167301871405,0.0013993080810654,0.010424728814223,0.0008073018976813,0.0009370334225383,0.0050326054969684,0.0038926419766096,0.0235185637577398,0
41,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0722587304658705,0.0038708257819986,0.0117881933406585,0.0011127237811756,0.0084524902991623,0.0006545697020584,0.0008526913669455,0.0045340686130537,0.0040130725193037,0.024243475186127,0
42,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0711162695341294,0.0030856911278079,0.0096789270395657,0.0008859108327746,0.0068354899628436,0.0005293474811799,0.0007725627977341,0.0040658040508554,0.0041224239438785,0.0248950455182072,0
43,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0702015217271118,0.002462893108518,0.0079280353485966,0.0007062160081959,0.00551651885055,0.0004272049447348,0.0006972853941637,0.0036308205385361,0.0042213097152923,0.0254781159585544,0
44,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0694683894939554,0.0019681050051599,0.006480595589387,0.000563660990712,0.0044450285870927,0.0003442276228182,0.0006272232705787,0.0032304995600213,0.0043104091657221,0.0259978525127155,0
45,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0688803407876308,0.0015744049778627,0.0052881458298779,0.0004504028662245,0.003577383507885,0.0002770362706657,0.0005625257709991,0.0028649799043794,0.0043904369724863,0.026459539531273,0
46,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0684083381707946,0.0012606772021102,0.0043086278353857,0.000360285578304,0.0028765683596628,0.0002227644090119,0.0005031792405746,0.002533482070871,0.0044621161992757,0.0268683994568221,0
47,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0680292666408668,0.001010327691932,0.0035060050027411,0.0002884764684682,0.0023116007145045,0.0001790127389359,0.0004490499472558,0.0022345799442309,0.0045261583560232,0.0272294851328689,0
48,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0677246816489753,0.0008103020415093,0.0028497102634227,0.0002311776054479,0.0018568147268158,0.0001437936788741,0.0003999198768476,0.0019664185344161,0.0045832524930201,0.0275476083936863,0
49,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0674798416076956,0.0006503030090016,0.002314027327625,0.0001853994791018,0.0014911194612507,0.0001154738635276,0.0003555149200407,0.0017268842415666,0.0046340538271229,0.0278272680782839,0
50,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0672829552051083,0.0005221954485175,0.0018774613823736,0.0001487846841295,0.0011972904421842,9.271943560395338e-05,0.0003155270351098,0.0015137357086131,0.0046791780548567,0.0280726385126418,0
51,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0671245842086834,0.000419531940166,0.0015221427052522,0.0001194698103721,0.0009613300758214,7.444641594687834e-05,0.0002796312771098,0.0013246998686398,0.0047191979690724,0.028287545034461,0
52,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0669971631744802,0.0003371943986013,0.0012332795165763,9.59784603217157e-05,0.0007719050883613,5.9777143552347954e-05,0.0002474984674173,0.0011575424192085,0.0047546422351835,0.0284754743591515,0
53,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0668946199367904,0.0002711152351307,0.0009986739273217,7.71392581562333e-05,0.0006198655873224,4.800304810452141e-05,0.0002188042999631,0.0010101161249861,0.0047859955351383,0.028639584081988,0
54,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0668120772980244,0.0002180540570463,0.0008082979234045,6.202081767187241e-05,0.0004978409274636,3.855332874116443e-05,0.0001932358222251,0.0008803924736012,0.0048136995032387,0.0287827038298871,0
55,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0667456278564056,0.0001754269977419,0.000653928522478,4.98814302332261e-05,0.0003999033560535,3.09689330717253e-05,0.000170495799381,0.0007664808509238,0.0048381551016788,0.0289073738459198,0
56,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0666921232308712,0.0001411681908448,0.0005288379280576,4.01295478165053e-05,0.0003212911590931,2.4881122774137924e-05,0.000150305362045,0.0006666380612174,0.0048597234843772,0.0290158596744618,0
57,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0666490364237799,0.0001136207203764,0.0004275308209991,3.2291910069434844e-05,0.0002581823552302,1.99939135023227e-05,0.0001324054786066,0.0005792710086192,0.0048787306040836,0.0291101700137291,0
58,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0666143397326035,9.14655367955044e-05,0.0003455262598202,2.5990191311606365e-05,0.0002075103665283,1.6069821511400357e-05,0.0001165574467605,0.0005029342451155,0.004895468796071,0.0291920875257997,0
59,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665864028177059,7.363999693087556e-05,0.0002791758934761,2.0921867715913463e-05,0.0001668161614074,1.2918418862906493e-05,0.0001025427821531,0.0004363245175999,0.0049101996575768,0.0292631829458756,0
60,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665638924977885,5.929933289555028e-05,0.0002255126669679,1.6844622069151724e-05,0.0001341280424715,1.0387016998250523e-05,9.016260200240665e-05,0.0003782726424502,0.0049231549836216,0.0293248430128629,0
61,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665457566250184,4.775723774103083e-05,0.0001821262180216,1.3564089134381653e-05,0.0001078655552796,8.353222933171263e-06,7.923676576407701e-05,0.0003277347007367,0.004934542813836,0.0293782819871369,0
62,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665311428847854,3.846520209196447e-05,0.0001470591812099,1.092379504066995e-05,8.676109443314744e-05,6.718870568166489e-06,6.960272560530174e-05,0.0002837819286842,0.0049445491601245,0.0294245667016806,0
63,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665193676977369,3.0982987781936896e-05,0.0001187238697454,8.798245218111917e-06,6.97978465549717e-05,5.405218714056475e-06,6.111435944327876e-05,0.0002455909793116,0.0049533368548899,0.0294646338387328,0
64,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665098862735883,2.4957163081168427e-05,9.583333085879714e-05,7.086688256379726e-06,5.616014129940113e-05,4.349100472001609e-06,5.364066732328725e-05,0.0002124339658637,0.0049610513099153,0.0294993014475526,0
65,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0665022430847338,2.010703477011693e-05,7.734569497258195e-05,5.708708658377259e-06,4.519376286570344e-05,3.4998525090578224e-06,4.7064522910958175e-05,0.000183669184612,0.0049678214521828,0.0295292824777937,0
66,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664960897187822,1.6199552571722562e-05,6.241704565962384e-05,4.599038432977658e-06,3.6373983701210745e-05,2.8168393784210463e-06,4.12814615399511e-05,0.0001587320828567,0.0049737602997613,0.0295551994646542,0
67,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664911295932846,1.3051128485869574e-05,5.036427597547551e-05,3.705261064001053e-06,2.927932109380039e-05,2.267421091550152e-06,3.6198481194621145e-05,0.0001371270435214,0.0049789686330946,0.0295775914395363,0
68,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664871283217233,1.0518314035947952e-05,4.0634963429116505e-05,2.985446797207396e-06,2.3571282102350603e-05,1.82538473305582e-06,3.173295259651455e-05,0.0001184197737546,0.0049835352109593,0.0295969297669725,0
69,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664839044992996,8.475619994766255e-06,3.278261156854035e-05,2.405766029194817e-06,1.897841724484047e-05,1.4697084310183775e-06,2.7811557972798497e-05,0.000102230308788,0.0049875379942272,0.0296136299503353,0
70,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664813078191802,6.829357948623785e-06,2.6445431535651368e-05,1.9385290764503977e-06,1.528213193911148e-05,1.1834643081491823e-06,2.436934145927851e-05,8.822672440558255e-05,0.004991045369628,0.0296280455850102,0
71,3.0,0.5,0.6000000238418579,0.1375000029802322,0.0664797511932404,5.84475675070454e-06,2.264711624738643e-05,1.6588712419313708e-06,1.3071288839418287e-05,1.0122542820888817e-06,2.215881925044209e-05,7.934239626668925e-05,0.0049932954130116,0.0296371762932146,0
0,4.0,0.5,0.4250000119209289,0.1375000029802322,0.9972878427686864,0.0010809793721147,0.0004800241912656,0.0001898269192159,0.000257104107962,7.281554316448001e-05,5.024651526420601e-05,4.3264362324519655e-05,0.0004157174588584,2.848880986592314e-05,0
1,4.0,0.5,0.4250000119209289,0.1375000029802322,0.996420232566711,0.0012944954837403,0.0006397525203029,0.0002532337947385,0.0003929849045652,6.732875211530953e-05,4.7133750977390345e-05,5.718607440663355e-05,0.0004222705227495,3.614740148153731e-05,0
2,4.0,0.5,0.4250000119209289,0.1375000029802322,0.9952707411912132,0.0016346219048885,0.0008264892614117,0.0003199547114281,0.00054735364412,6.811831290261788e-05,4.4314243722134206e-05,6.8536565241588e-05,0.0004284212792075,4.569312659017143e-05,1
3,4.0,0.4804908079760415,0.4250000119209289,0.1375000029802322,0.993782590667846,0.0020919461740287,0.0010615360800466,0.0004071105075202,0.0007281385621682,7.433216736658685e-05,4.20151752267776e-05,7.9320400035014e-05,0.0004342252519582,5.689461533868276e-05,1
4,4.0,0.44800665974617,0.4250000119209289,0.1375000029802322,0.9918692134748636,0.0026839636862145,0.0013623911067304,0.0005210898780513,0.0009502043377486,8.60990793958414e-05,4.042351458534174e-05,9.118833996000745e-05,0.0004397652699288,6.979334124171873e-05,1
5,4.0,0.4177186403955732,0.4250000119209289,0.1375000029802322,0.9894151463216866,0.0034427061737523,0.0017482603315791,0.0006681711207303,0.001229623633993,0.000103950687202,3.971869654137354e-05,0.0001056587672524,0.0004451485068225,8.466922648093982e-05,1
6,4.0,0.3894782790115901,0.4250000119209289,0.1375000029802322,0.9862729802447294,0.0044113713742075,0.002242547034233,0.0008565961772249,0.0015845086492655,0.000128792386095,4.009088063229506e-05,0.0001242438069877,0.0004505068815406,0.0001020304496952,1
7,4.0,0.370940910918372,0.4250000119209289,0.1375000029802322,0.9822569935869084,0.0056443201869563,0.002874415113496,0.0010970039755724,0.0020365196474354,0.0001619548164917,4.175805293334439e-05,0.0001485651784742,0.0004559996226851,0.0001226212598397,1
8,4.0,0.3704091012477875,0.4250000119209289,0.1375000029802322,0.9771356608432846,0.0072081917368098,0.0036801204599849,0.0014026804646611,0.0026121970323902,0.000205251426871,4.498358839963822e-05,0.0001804698441876,0.0004618181006211,0.0001474473051453,0
9,4.0,0.3704091012477875,0.4250000119209289,0.1375000029802322,0.97062324929972,0.0091830812094574,0.0047043014677087,0.0017898344602026,0.0033441411720937,0.0002610381873117,5.0094318235235085e-05,0.0002221461974746,0.0004681932330394,0.0001778185919078,1
