time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased,a
26,21.0,0.1750038691929407,0.6000000238418579,0.1375000029802322,0.9991908482142856,3.7566393329983674e-06,6.569650116420927e-06,9.810519786108108e-07,4.835689692270189e-06,3.749306287084307e-07,6.706367291155316e-07,2.4922036273138864e-06,3.384673799787249e-05,2.9177354176839192e-05,1
27,21.0,0.1631725260189601,0.6000000238418579,0.1375000029802322,0.999189375,3.2819223687762304e-06,5.76545584769476e-06,8.587265795185452e-07,4.243459190641131e-06,3.289315778584708e-07,6.024259257884253e-07,2.2427357662291754e-06,3.393235842386881e-05,2.9536024729410807e-05,1
28,21.0,0.1527811288833617,0.6000000238418579,0.1375000029802322,0.9991879166666668,2.9052449408031644e-06,5.066393840880621e-06,7.581398742539542e-07,3.72482248714992e-06,2.886728835957392e-07,5.408112633795965e-07,2.015951616423471e-06,3.4009243647257486e-05,2.985861097063337e-05,1
29,21.0,0.1505971103906631,0.6000000238418579,0.1375000029802322,0.9991864583333332,2.512228801136925e-06,4.444567419233776e-06,6.61217314856393e-07,3.26995761621566e-06,2.533815339917229e-07,4.852157831192017e-07,1.8102387587229408e-06,3.407824834187826e-05,3.014842805408296e-05,0
30,21.0,0.1505971103906631,0.6000000238418579,0.1375000029802322,0.9991850148809523,2.2761806703749157e-06,3.90445521899632e-06,5.841120793705894e-07,2.868768374125163e-06,2.2226686633768539e-07,4.350853924240385e-07,1.6239023776281449e-06,3.4140143621535524e-05,3.040854771931966e-05,1
31,21.0,0.1493212069783891,0.6000000238418579,0.1375000029802322,0.9991840625,1.957200141180129e-06,3.437724113464355e-06,5.179503418150402e-07,2.5242323250997637e-06,1.955534287151837e-07,3.899340296075458e-07,1.4554756312143236e-06,3.4195626576741535e-05,3.064178784688314e-05,1
32,21.0,0.1404438998017992,0.6000000238418579,0.1375000029802322,0.9991833333333334,1.6812991954031443e-06,3.0104950496128626e-06,4.4594372312227883e-07,2.216282344999768e-06,1.7168299605449045e-07,3.493055310987291e-07,1.3035015832810174e-06,3.424534025646392e-05,3.085075787135533e-05,1
33,21.0,0.1309490225144794,0.6000000238418579,0.1375000029802322,0.9991826041666666,1.523227436201913e-06,2.639845098767962e-06,3.917258552142552e-07,1.941082051822117e-06,1.5035553524891538e-07,3.127460110755194e-07,1.166386079220545e-06,3.428986549377442e-05,3.10378310793922e-05,1
34,21.0,0.1220960563846996,0.6000000238418579,0.1375000029802322,0.999181875,1.4295695367313567e-06,2.332776501065209e-06,3.568025075253986e-07,1.7076468041964938e-06,1.322671487217858e-07,2.798778741132645e-07,1.0428781452633085e-06,3.432971772693452e-05,3.120515823364258e-05,1
35,21.0,0.1140001959034374,0.6000000238418579,0.1375000029802322,0.9991811458333332,1.1921693739436925e-06,2.066776071275983e-06,3.200978927669071e-07,1.5139594674110412e-06,1.1726017863977525e-07,2.503893559887296e-07,9.320167558533804e-07,3.436537924266996e-05,3.135472888038272e-05,1
36,21.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.9991804166666668,9.630089572497776e-07,1.8050987379891533e-06,2.665233718497413e-07,1.3334186588014875e-06,1.0327359306670373e-07,2.23951382296426e-07,8.326227040517898e-07,3.439727465311686e-05,3.148837589082264e-05,0
37,21.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.9991796875,8.317198568866367e-07,1.5673141394342693e-06,2.2332349703425454e-07,1.160624140784854e-06,8.988848843035245e-08,2.0020704361654465e-07,7.432523227873302e-07,3.442579723539806e-05,3.160772777739025e-05,1
38,21.0,0.1110909070287431,0.6000000238418579,0.1375000029802322,0.9991789583333334,7.565008316721235e-07,1.365004082520803e-06,1.9489694564115432e-07,1.006612607410976e-06,7.795909242261026e-08,1.7886482356559664e-07,6.627933255263737e-07,3.4451285770961215e-05,3.171421868460519e-05,1
39,21.0,0.1050890503185135,0.6000000238418579,0.1375000029802322,0.9991782291666668,7.134053111076355e-07,1.199402269862947e-06,1.7752980547291897e-07,8.780566567466372e-07,6.8001781723329e-08,1.597037574365026e-07,5.904998169058846e-07,3.4474056334722615e-05,3.180913471040272e-05,1
40,21.0,0.0979843810200691,0.6000000238418579,0.1375000029802322,0.9991775,6.887143992242359e-07,1.0671533147494e-06,1.6726191199961167e-07,7.757114512579783e-07,6.007480213329908e-08,1.425432555732273e-07,5.258088594391232e-07,3.449438095092774e-05,3.189367248898461e-05,1
41,21.0,0.091360032558441,0.6000000238418579,0.1375000029802322,0.9991767708333332,6.745679960364386e-07,9.632794629959833e-07,1.6128567357858026e-07,6.968965913568223e-07,5.3970422595739377e-08,1.272211525411833e-07,4.6820967679932003e-07,3.451251983642578e-05,3.196894373212542e-05,1
42,21.0,0.0851835278528077,0.6000000238418579,0.1375000029802322,0.9991760416666666,6.664628712903885e-07,8.826311571257455e-07,1.5783421517837616e-07,6.376194031465621e-07,4.937932915276005e-08,1.135832089043799e-07,4.171852519114812e-07,3.4528712318057104e-05,3.203598340352376e-05,1
43,21.0,0.0826494470238684,0.6000000238418579,0.1375000029802322,0.9991753125,6.618189811706543e-07,8.205302485397884e-07,1.5584863722324373e-07,5.937946765195756e-07,4.5985068593706416e-08,1.0147983651785624e-07,3.721997744980312e-07,3.454317456200009e-05,3.209575607663109e-05,0
44,21.0,0.0826494470238684,0.6000000238418579,0.1375000029802322,0.9991745833333332,6.591581730615525e-07,7.729970344475337e-07,1.5470862211216065e-07,5.618033664567131e-07,4.350733588494007e-08,9.07664169513044e-08,3.32706230027335e-07,3.4556102752685544e-05,3.2149131411597844e-05,1
45,21.0,0.0825319641402789,0.6000000238418579,0.1375000029802322,0.9991738541666668,6.576334649608248e-07,7.367740500540959e-07,1.5405472190607165e-07,5.386733228252048e-07,4.1715911190424656e-08,8.130468960319247e-08,2.981610028516679e-07,3.456767082214355e-05,3.219690141223726e-05,1
46,21.0,0.0786343078528131,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.068294207255045e-07,6.962098323163532e-07,1.4259288530974162e-07,5.189332791737147e-07,4.0187076887204536e-08,7.29618523092497e-08,2.680224393095289e-07,3.457804225739979e-05,3.223977225167411e-05,1
47,21.0,0.0733181429760796,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.9037832149437494e-07,6.14246924718221e-07,1.0263129891384216e-07,4.784063143389566e-07,3.704852468910672e-08,6.55688141428289e-08,2.4149457258837565e-07,3.458736101786296e-05,3.2278361093430295e-05,1
48,21.0,0.0683613845280238,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.6636677618537634e-07,5.138860004288809e-07,6.495517944650991e-08,4.115076043776104e-07,3.1867746175045066e-08,5.8909486092272266e-08,2.174692388091769e-07,3.4595737911406014e-05,3.231313069661458e-05,1
49,21.0,0.0637397303112915,0.6000000238418579,0.1375000029802322,0.9991735416666668,9.531669762162937e-08,4.162256703490303e-07,3.9024127735978084e-08,3.34866103671846e-07,2.593249880841801e-08,5.282606086915448e-08,1.951880735300837e-07,3.460325241088867e-05,3.234439531962077e-05,1
50,21.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.4609893954225946e-08,3.300706793864568e-07,2.2890022955834868e-08,2.619283397992452e-07,2.0284087929342477e-08,4.72377675275008e-08,1.7435493745974133e-07,3.460998081025623e-05,3.237238883972168e-05,0
51,21.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.1287703397018567e-08,2.5799637039502464e-07,1.3270768381300428e-08,1.992179701725642e-07,1.5427704811805773e-08,4.210926370606536e-08,1.5493444388821013e-07,3.461598895844959e-05,3.239732923961821e-05,0
52,21.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.7925695560517763e-08,1.9962128429185778e-07,7.649202154771913e-09,1.484988700775873e-07,1.1499946759570212e-08,3.7423591351225266e-08,1.3698270987896694e-07,3.462133543831962e-05,3.241943949744815e-05,1
53,21.0,0.0588391875582081,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.0270187409505957e-08,1.5333040484360288e-07,4.395978480932258e-09,1.0906695432606198e-07,8.446286166352885e-09,3.31671881888594e-08,1.205556999359812e-07,3.462608064923968e-05,3.24389462243943e-05,1
54,21.0,0.0548612954361097,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.884109053849464e-09,1.1714819375248185e-07,2.522565080739912e-09,7.922362979678883e-08,6.1351795392554435e-09,2.9323528565111617e-08,1.0567245561452141e-07,3.463028271993001e-05,3.24560783022926e-05,1
55,21.0,0.0511523320206573,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.371188483600105e-09,8.91530141234398e-08,1.4464235920015543e-09,5.706321004600753e-08,4.419048283515232e-09,2.5871539976270432e-08,9.230803875696093e-08,3.4633999324980234e-05,3.2471069154285246e-05,1
56,21.0,0.0476941184273787,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.931458564719096e-09,6.764991031516168e-08,8.290442513368492e-10,4.083494921880109e-08,3.162310819052869e-09,2.2786183149686883e-08,8.039985739049459e-08,3.4637273606799896e-05,3.248414402916318e-05,1
57,21.0,0.0454241016081401,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.1065926048017684e-09,5.122111356329351e-08,4.75086108919987e-10,2.907373765040012e-08,2.251507110139798e-09,2.0039792483051623e-08,6.98581887852578e-08,3.4640155065627324e-05,3.249551636832101e-05,1
58,21.0,0.0453589782118796,0.6000000238418579,0.1375000029802322,0.9991735416666668,6.340012658343072e-10,3.871840247440906e-08,2.7222126456243647e-10,2.0617186978814143e-08,1.5966210048645732e-09,1.7603490767734394e-08,6.057670694731531e-08,3.464268502734956e-05,3.2505388259887695e-05,0
59,21.0,0.0453589782118796,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.6323899708111725e-10,2.9231290155578226e-08,1.5597273886669428e-10,1.4573878032110989e-08,1.128619450831874e-09,1.544837418588854e-08,5.244125878172261e-08,3.464490845089867e-05,3.251394271850586e-05,1
60,21.0,0.0440272204577922,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.0811089641591974e-10,2.2048144823028933e-08,8.936418366612911e-11,1.02757890930488e-08,7.957699874948176e-10,1.3546402499611889e-08,4.533648934392703e-08,3.4646857125418526e-05,3.252134232293992e-05,1
61,21.0,0.0410507081874779,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.1923318067731868e-10,1.6618366131470318e-08,5.120026495812149e-11,7.230472152254412e-09,5.599368679603294e-10,1.1871005075850658e-08,3.9150447895129526e-08,3.4648566018967405e-05,3.2527736028035485e-05,1
62,21.0,0.0382754270519528,0.6000000238418579,0.1375000029802322,0.9991735416666668,6.831238438497252e-11,1.2519043271562884e-08,2.9334439551305306e-11,5.079269065477309e-09,3.9334498675695306e-10,1.0397448204457762e-08,3.3777542855767974e-08,3.46500605628604e-05,3.253325416928246e-05,1
63,21.0,0.0356877701623098,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.913828290283813e-11,9.427069619830166e-09,1.6806675159300324e-11,3.563324488433344e-09,2.75948311484951e-10,9.10301659522312e-09,2.9120215968716712e-08,3.465137345450265e-05,3.253801527477446e-05,1
64,21.0,0.0337479747831821,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.24235375190758e-11,7.09655572704616e-09,9.629085135592112e-12,2.4971138641593e-09,1.9337962363525067e-10,7.967066485434771e-09,2.5089739910548644e-08,3.465252240498861e-05,3.254211607433501e-05,1
65,21.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.2847140277742815e-11,5.340921426458018e-09,5.516807115262574e-12,1.748388818842137e-09,1.3539741866268395e-10,6.970994817536502e-09,2.160637018581232e-08,3.46535283043271e-05,3.2545651027134485e-05,0
66,21.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.9991735416666668,7.360524921837386e-12,4.0188968359004886e-09,3.160751345733713e-12,1.2232783843674472e-09,9.473220849204588e-11,6.09814072959125e-09,1.8599086130658787e-08,3.465440704709008e-05,3.2548692794073195e-05,1
67,21.0,0.0328957198985985,0.6000000238418579,0.1375000029802322,0.9991735416666668,4.217072814970466e-12,3.023697146480637e-09,1.8108929788511537e-12,8.553770991663136e-10,6.624146408285014e-11,5.333656777760811e-09,1.6005093320494606e-08,3.465517543611072e-05,3.2551312219528925e-05,1
68,21.0,0.0307167494403464,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.416091839612428e-12,2.274702170065471e-09,1.0375169625019355e-12,5.978353077634459e-10,4.629710842675109e-11,4.6643653019730535e-09,1.376918860755506e-08,3.4655847549438475e-05,3.255356788635254e-05,1
69,21.0,0.0286401073847497,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.3842538730083717e-12,1.711104317413022e-09,5.944256930065638e-13,4.1767175952416094e-10,3.234502054554122e-11,4.0786074186187415e-09,1.1843056307129917e-08,3.465643246968587e-05,3.255550838652111e-05,1
70,21.0,0.0267038590141704,0.6000000238418579,0.1375000029802322,0.9991735416666668,7.930820258717999e-13,1.287070446692052e-09,3.40564940058487e-13,2.9170854845904697e-10,2.2590271934556464e-11,3.5660937871961367e-09,1.0184559505432845e-08,3.465694745381673e-05,3.255717640831357e-05,1
71,21.0,0.0253972640881935,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.271876407025249e-13,1.0472593647945258e-09,2.2638468679916617e-13,2.2471391679977788e-10,1.7402124588746422e-11,3.2378092227089733e-09,9.136229443053404e-09,3.4657277001274955e-05,3.255823029412164e-05,1
0,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9995169791666668,0.000212984937032,0.0001126035508654,3.3864476340157646e-05,5.715732529049828e-05,9.705103919619605e-06,6.495946475437709e-06,4.364749022892543e-06,2.371081511179606e-05,2.655412176890033e-07,0
1,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9994908779761904,0.0001422236033848,0.0001254093206495,3.7550531114850726e-05,7.578436896914527e-05,9.550196443285262e-06,6.122644344965616e-06,6.5188183670952205e-06,2.455968765985398e-05,1.0946030701909748e-06,0
2,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999462693452381,0.0001030811237153,0.0001226502609252,3.0360374904814225e-05,8.513670785086495e-05,9.160435994466144e-06,5.786722274053665e-06,8.309705370948428e-06,2.5361024538675945e-05,2.2231458766119825e-06,0
3,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9994356398809524,7.975437890915643e-05,0.0001134924734206,2.3489487511771063e-05,8.467202413649786e-05,8.347545578366233e-06,5.464313768205189e-06,9.66926381701515e-06,2.611830756777809e-05,3.5914311238697592e-06,0
4,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9994110267857144,6.452735355922153e-05,0.0001021923355828,1.848450978597005e-05,7.874895549955822e-05,7.347050167265392e-06,5.1395217009953095e-06,1.0569974127269923e-05,2.6832128025236584e-05,5.130997214998518e-06,0
5,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993890029761904,5.3762083507719495e-05,9.070177532377697e-05,1.4976862725757416e-05,7.065208344232469e-05,6.342167400178456e-06,4.808663300105504e-06,1.105169353030977e-05,2.750181516011556e-05,6.774659100032988e-06,0
6,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999369806547619,4.545021738324848e-05,7.984384536743164e-05,1.2426942870730443e-05,6.218560900006976e-05,5.423004173097157e-06,4.4747348058791385e-06,1.1187291258857364e-05,2.812670389811198e-05,8.464195501236689e-06,0
7,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993530357142858,3.88289397103446e-05,6.993353707449776e-05,1.0479267551785423e-05,5.4176755632672994e-05,4.619020053318568e-06,4.1429499785105385e-06,1.1055507432846796e-05,2.870672997974214e-05,1.015312285650344e-05,0
8,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993384375,3.33554508572533e-05,6.106975646246047e-05,8.935039611089797e-06,4.695378121875582e-05,3.931506077448527e-06,3.818474894478207e-06,1.0727781568254744e-05,2.924253055027553e-05,1.180643569855463e-05,0
9,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993257886904762,2.8717286246163504e-05,5.3217418307349793e-05,7.662515072595505e-06,4.059078080313547e-05,3.3493712970188685e-06,3.5055536315554664e-06,1.0263810384841192e-05,2.973538580394927e-05,1.3399094967615037e-05,0
10,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993148214285714,2.476878711155483e-05,4.6303274063836967e-05,6.592181296575638e-06,3.504769643147787e-05,2.857778043974014e-06,3.2072674660455616e-06,9.710974920363652e-06,3.018707593282064e-05,1.491417407989502e-05,0
11,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9993053422619048,2.1380037580217636e-05,4.024431682768322e-05,5.684132292157128e-06,3.0248028437296547e-05,2.4426175582976568e-06,2.9256285372234524e-06,9.10576581954956e-06,3.059970991952078e-05,1.634108861287435e-05,0
12,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992971726190476,1.847107455843971e-05,3.494598343258812e-05,4.904978615897042e-06,2.610291776202974e-05,2.091300828116281e-06,2.661779040382022e-06,8.475697040557861e-06,3.097561790829613e-05,1.7674078941345215e-05,0
13,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992900148809524,1.5943987028939385e-05,3.032385235741025e-05,4.235169036047799e-06,2.2527643385387603e-05,1.7932866300855364e-06,2.416179605892726e-06,7.841068790072486e-06,3.131723540169852e-05,1.891098976135254e-05,0
14,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992838541666668,1.3757367928822836e-05,2.6294428053356357e-05,3.6558474245525538e-06,1.9443402744474865e-05,1.5396960434459503e-06,2.188786325000581e-06,7.21654630842663e-06,3.162701652163551e-05,2.005230063483829e-05,0
15,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992784375,1.1902269408816384e-05,2.2788563682919456e-05,3.1574855815796627e-06,1.6782058988298688e-05,1.3233164520490738e-06,1.979187386376517e-06,6.612410658881777e-06,3.190738677978515e-05,2.1100367137363985e-05,0
16,21.0,0.5,0.4250000119209289,0.1375000029802322,0.99927375,1.0301718371255057e-05,1.974656445639474e-05,2.730867862701416e-06,1.4489027886163622e-05,1.1385710324559891e-06,1.786729409581139e-06,6.035672993887038e-06,3.216070129757836e-05,2.2058846382867724e-05,0
17,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992696875,8.906274523053852e-06,1.7107041676839193e-05,2.362128070422581e-06,1.25140685126895e-05,9.806273380915323e-07,1.610603091262636e-06,5.4908741655803866e-06,3.238921483357747e-05,2.293226128532773e-05,0
18,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999266130952381,7.688867818741572e-06,1.4815033958071757e-05,2.0416080667859037e-06,1.0810457865397137e-05,8.452104102997553e-07,1.4498898954618544e-06,4.980600561414446e-06,3.2595063618251253e-05,2.3725673584710985e-05,0
19,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999263125,6.632939917700631e-06,1.282415617079962e-05,1.7626472456114632e-06,9.338728927430652e-06,7.288059876078651e-07,1.3036060758999414e-06,4.505953902289981e-06,3.278026081266857e-05,2.444441477457682e-05,0
20,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992603571428572,5.730284338905698e-06,1.1096628166380384e-05,1.521647728624798e-06,8.066160111200242e-06,6.285607814788819e-07,1.1707455203646706e-06,4.066968702134632e-06,3.29466774350121e-05,2.5093902860369e-05,0
21,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999258125,4.955446663356963e-06,9.599932602473668e-06,1.3143994268916903e-06,6.966646285284133e-06,5.422303790137882e-07,1.0503117385364714e-06,3.6629450888860792e-06,3.309605916341146e-05,2.5679493858700705e-05,0
22,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992559375,4.278721752620879e-06,8.303210167657762e-06,1.1349995930989585e-06,6.017302558535621e-06,4.6788723695845846e-07,9.413381133760724e-07,3.292688074566069e-06,3.323000862484887e-05,2.6206404141017367e-05,0
23,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992541666666668,3.7014687061309816e-06,7.184390113467262e-06,9.831989237240382e-07,5.198712348937988e-06,4.0391948961076283e-07,8.428959619431269e-07,2.954650123914083e-06,3.3350001743861604e-05,2.6679638453892303e-05,0
24,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992527083333334,3.2275667644682385e-06,6.214904671623593e-06,8.505591750144958e-07,4.4922041325342086e-06,3.488055545659293e-07,7.541049023469289e-07,2.647072843142918e-06,3.345740363711403e-05,2.710395131792341e-05,0
25,21.0,0.5,0.4250000119209289,0.1375000029802322,0.99925125,2.7523424228032437e-06,5.377940734227498e-06,7.359221293812706e-07,3.884493453162057e-06,3.014640155292693e-07,6.741325415316082e-07,2.368054730551584e-06,3.3553453627086824e-05,2.748381433032808e-05,0
26,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992497916666666,2.416896791685195e-06,4.649398213341122e-06,6.348914546625954e-07,3.356336071377709e-06,2.60367812145324e-07,6.021917363007863e-07,2.1155909697214763e-06,3.3639284769694006e-05,2.7823411396571568e-05,0
27,21.0,0.5,0.4250000119209289,0.1375000029802322,0.99924875,2.0747686000097367e-06,4.028444914590745e-06,5.539205741314662e-07,2.9042191448665804e-06,2.252193221024105e-07,5.375501726354871e-07,1.8876837832587104e-06,3.371592839558919e-05,2.812662124633789e-05,0
28,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992480208333332,1.748693627970559e-06,3.4757777622767856e-06,4.70605187472843e-07,2.5098455803734914e-06,1.945837445202328e-07,4.795363971165249e-07,1.6824205148787726e-06,3.378432591756185e-05,2.839701334635417e-05,0
29,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992472916666666,1.5618758542197092e-06,3.00181752159482e-06,4.070526006675902e-07,2.164331759725298e-06,1.6776063967318764e-07,4.274991012754895e-07,1.4977564130510605e-06,3.38453247433617e-05,2.8637871515183223e-05,0
30,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992465625,1.4253082871437072e-06,2.610837079229809e-06,3.6491755928312034e-07,1.8744617984408425e-06,1.4526665033329105e-07,3.808745493491491e-07,1.331970209167117e-06,3.389968236287435e-05,2.885217802865165e-05,0
31,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992458333333332,1.1361920549756005e-06,2.265482289450509e-06,3.14538021172796e-07,1.631054055123102e-06,1.2638470778862637e-07,3.391741180703754e-07,1.183607422170185e-06,3.394810358683268e-05,2.904268401009696e-05,0
32,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992451041666668,9.30955693835304e-07,1.9445221764700755e-06,2.581853809810821e-07,1.4076244405337743e-06,1.0905963856549493e-07,3.0189234231199536e-07,1.050929838702792e-06,3.399121193658738e-05,2.9211913971673875e-05,0
33,21.0,0.5,0.4250000119209289,0.1375000029802322,0.999244375,8.133698716050103e-07,1.666432065623147e-06,2.1703423311312997e-07,1.2053664667265756e-06,9.338091171923141e-08,2.685398963235673e-07,9.321489078657968e-07,3.4029567809331985e-05,2.936209496997652e-05,0
34,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992436458333334,7.460015089738937e-07,1.4362617759477524e-06,1.9085142584074119e-07,1.0329975542568023e-06,8.002157456108503e-08,2.387150802782604e-07,8.258904090949467e-07,3.406367619832357e-05,2.949522790454683e-05,0
35,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992429166666666,7.074041238852909e-07,1.251112903867449e-06,1.75084402518613e-07,8.934631092207772e-07,6.920826310912768e-08,2.1208823081992922e-07,7.311060882750011e-07,3.409398669288272e-05,2.9613132476806644e-05,0
36,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992421875,6.852906587578002e-07,1.1049688288143703e-06,1.658257700148083e-07,7.846736695085253e-07,6.077818395126434e-08,1.8837177682490577e-07,6.468984129882995e-07,3.412090982709612e-05,2.9717479433332166e-05,0
37,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992414583333332,6.726238202481042e-07,9.911078072729566e-07,1.604551821947098e-07,7.021090885003408e-07,5.438060189286869e-08,1.6730183469397682e-07,5.724177048319861e-07,3.414482025873094e-05,2.980980237325033e-05,0
38,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992407291666668,6.653670824709393e-07,9.032138756343296e-07,1.5735908633186705e-07,6.406578563508533e-07,4.961916955099219e-08,1.4862970404681709e-07,5.06822346221833e-07,3.4166058585757296e-05,2.9891512734549387e-05,0
39,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401488095238,6.093486362979526e-07,8.332066876547677e-07,1.5316136890933629e-07,5.951842594714392e-07,4.6095841874678935e-08,1.321200671650115e-07,4.49277332850865e-07,3.418493270874024e-05,2.996390070234026e-05,0
40,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,3.710349046048665e-07,7.4125736951828e-07,1.2204212180915333e-07,5.47699708314169e-07,4.241733590052242e-08,1.1753248139506296e-07,3.98848308693795e-07,3.420171783083961e-05,3.0028117497762047e-05,0
41,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,2.125773986890203e-07,6.238320044108799e-07,8.032323171695075e-08,4.766300320625305e-07,3.6912749388388234e-08,1.0456961535272147e-07,3.541897982358933e-07,3.421665146237328e-05,3.0085145859491258e-05,0
42,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,1.2179218676118626e-07,5.071764332907541e-07,4.9077479080075306e-08,3.9216184899920514e-07,3.0370840270604405e-08,9.295498065295673e-08,3.140433381001155e-07,3.422993251255581e-05,3.0135754176548552e-05,0
43,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,6.977852256525131e-08,4.032057417290552e-07,2.9016935177856967e-08,3.093555569648743e-07,2.3957807348952405e-08,8.2499674033551e-08,2.776560187339783e-07,3.424173355102539e-05,3.018057005746024e-05,0
44,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,3.9978279244332095e-08,3.157105722597667e-07,1.6888962349011787e-08,2.3676789587452301e-07,1.8336242064833643e-08,7.308131616030421e-08,2.446463136445909e-07,3.425219899132138e-05,3.02201289222354e-05,0
45,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,2.29047957275595e-08,2.44579485484532e-07,9.753896433505274e-09,1.7730680782170526e-07,1.3731304511782668e-08,6.461257203703836e-08,2.1480837925559e-07,3.42614559900193e-05,3.0254925319126675e-05,0
46,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,1.3122868147634324e-08,1.8803159750643236e-07,5.611148108506486e-09,1.3067585726579032e-07,1.0120009537786244e-08,5.7021031777064014e-08,1.8798963299819402e-07,3.426963442847842e-05,3.028542700267973e-05,0
47,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,7.518498182651543e-09,1.4375528409367518e-07,3.2215149396853075e-09,9.516844614630657e-08,7.370177079879102e-09,5.023935632336708e-08,1.640337368562108e-07,3.427685056413923e-05,3.0312080383300785e-05,0
48,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,4.307580834609413e-09,1.0945505063448635e-07,1.8476796685718e-09,6.86857467960744e-08,5.319257810090979e-09,4.420163730780284e-08,1.427624463325455e-07,3.428320248921713e-05,3.0335304623558407e-05,0
49,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,2.467946393326634e-09,8.308541561876024e-08,1.059173221056837e-09,4.9228880199648086e-08,3.812448897709449e-09,3.884282672689074e-08,1.2397629341908866e-07,3.428878602527437e-05,3.0355497541881745e-05,0
50,21.0,0.5,0.4250000119209289,0.1375000029802322,0.9992401041666666,1.4139629673168415e-09,6.292523284043585e-08,6.070037142351445e-10,3.5092996078587724e-08,2.7177169630747467e-09,3.4099399511303224e-08,1.0746245316806297e-07,3.429368700299944e-05,3.03730160849435e-05,0
