time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased
32,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991833333333334,1.6812991954031445e-06,3.0104950496128626e-06,4.4594372312227883e-07,2.2162823449997676e-06,1.7168299605449043e-07,3.493055310987291e-07,1.3035015832810174e-06,3.4245340256463916e-05,3.085075787135533e-05
33,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991826041666666,1.523227436201913e-06,2.639845098767962e-06,3.917258552142552e-07,1.941082051822117e-06,1.5035553524891536e-07,3.127460110755194e-07,1.1663860792205447e-06,3.428986549377442e-05,3.10378310793922e-05
34,21.0,0.5,0.6000000238418579,0.1375000029802322,0.999181875,1.4295695367313567e-06,2.332776501065209e-06,3.568025075253986e-07,1.7076468041964938e-06,1.322671487217858e-07,2.798778741132645e-07,1.0428781452633085e-06,3.432971772693452e-05,3.120515823364258e-05
35,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991811458333333,1.1921693739436923e-06,2.066776071275983e-06,3.200978927669071e-07,1.5139594674110412e-06,1.1726017863977524e-07,2.5038935598872954e-07,9.320167558533804e-07,3.436537924266996e-05,3.135472888038272e-05
36,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991804166666667,9.630089572497776e-07,1.8050987379891533e-06,2.6652337184974126e-07,1.3334186588014877e-06,1.0327359306670371e-07,2.2395138229642596e-07,8.326227040517898e-07,3.439727465311686e-05,3.148837589082264e-05
37,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991796875,8.317198568866367e-07,1.5673141394342693e-06,2.2332349703425454e-07,1.160624140784854e-06,8.988848843035245e-08,2.0020704361654465e-07,7.432523227873302e-07,3.442579723539806e-05,3.160772777739025e-05
38,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991789583333334,7.565008316721235e-07,1.365004082520803e-06,1.9489694564115432e-07,1.0066126074109759e-06,7.795909242261025e-08,1.7886482356559662e-07,6.627933255263737e-07,3.4451285770961215e-05,3.171421868460519e-05
39,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991782291666667,7.134053111076355e-07,1.199402269862947e-06,1.7752980547291897e-07,8.780566567466372e-07,6.8001781723329e-08,1.5970375743650258e-07,5.904998169058846e-07,3.4474056334722615e-05,3.180913471040272e-05
40,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991775,6.887143992242359e-07,1.0671533147493999e-06,1.6726191199961164e-07,7.757114512579783e-07,6.007480213329907e-08,1.4254325557322728e-07,5.258088594391232e-07,3.449438095092774e-05,3.189367248898461e-05
41,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991767708333333,6.745679960364386e-07,9.632794629959833e-07,1.6128567357858024e-07,6.968965913568223e-07,5.397042259573937e-08,1.272211525411833e-07,4.6820967679932003e-07,3.451251983642578e-05,3.196894373212542e-05
42,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991760416666666,6.664628712903885e-07,8.826311571257455e-07,1.5783421517837616e-07,6.376194031465621e-07,4.9379329152760053e-08,1.135832089043799e-07,4.171852519114812e-07,3.4528712318057104e-05,3.203598340352376e-05
43,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991753125,6.618189811706543e-07,8.205302485397884e-07,1.5584863722324373e-07,5.937946765195756e-07,4.598506859370641e-08,1.0147983651785624e-07,3.721997744980312e-07,3.454317456200009e-05,3.209575607663109e-05
44,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991745833333333,6.591581730615525e-07,7.729970344475337e-07,1.5470862211216063e-07,5.618033664567131e-07,4.3507335884940065e-08,9.076641695130439e-08,3.32706230027335e-07,3.4556102752685544e-05,3.2149131411597844e-05
45,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991738541666667,6.576334649608248e-07,7.367740500540959e-07,1.5405472190607163e-07,5.386733228252048e-07,4.1715911190424656e-08,8.130468960319246e-08,2.981610028516679e-07,3.456767082214355e-05,3.219690141223726e-05
46,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.068294207255045e-07,6.962098323163532e-07,1.4259288530974162e-07,5.189332791737147e-07,4.0187076887204536e-08,7.29618523092497e-08,2.6802243930952886e-07,3.457804225739979e-05,3.223977225167411e-05
47,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.9037832149437494e-07,6.14246924718221e-07,1.0263129891384216e-07,4.784063143389566e-07,3.7048524689106715e-08,6.55688141428289e-08,2.4149457258837565e-07,3.4587361017862956e-05,3.2278361093430295e-05
48,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.6636677618537632e-07,5.138860004288809e-07,6.495517944650991e-08,4.1150760437761036e-07,3.186774617504506e-08,5.890948609227226e-08,2.174692388091769e-07,3.4595737911406014e-05,3.231313069661458e-05
49,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,9.531669762162936e-08,4.162256703490303e-07,3.9024127735978084e-08,3.3486610367184597e-07,2.5932498808418006e-08,5.2826060869154475e-08,1.9518807353008366e-07,3.460325241088867e-05,3.234439531962077e-05
50,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.4609893954225946e-08,3.300706793864568e-07,2.2890022955834868e-08,2.619283397992452e-07,2.0284087929342473e-08,4.723776752750079e-08,1.7435493745974133e-07,3.460998081025623e-05,3.237238883972168e-05
51,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.1287703397018567e-08,2.5799637039502464e-07,1.3270768381300427e-08,1.992179701725642e-07,1.5427704811805773e-08,4.210926370606536e-08,1.5493444388821013e-07,3.461598895844959e-05,3.239732923961821e-05
52,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.7925695560517763e-08,1.9962128429185778e-07,7.649202154771913e-09,1.484988700775873e-07,1.1499946759570212e-08,3.742359135122526e-08,1.3698270987896692e-07,3.462133543831962e-05,3.241943949744815e-05
53,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.0270187409505957e-08,1.5333040484360288e-07,4.395978480932258e-09,1.0906695432606198e-07,8.446286166352885e-09,3.31671881888594e-08,1.205556999359812e-07,3.462608064923968e-05,3.24389462243943e-05
54,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.8841090538494644e-09,1.1714819375248183e-07,2.522565080739912e-09,7.922362979678882e-08,6.135179539255443e-09,2.9323528565111617e-08,1.0567245561452139e-07,3.463028271993001e-05,3.24560783022926e-05
55,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.3711884836001056e-09,8.91530141234398e-08,1.4464235920015545e-09,5.706321004600752e-08,4.419048283515232e-09,2.587153997627043e-08,9.230803875696092e-08,3.4633999324980234e-05,3.2471069154285246e-05
56,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.9314585647190965e-09,6.764991031516167e-08,8.290442513368492e-10,4.083494921880109e-08,3.162310819052869e-09,2.2786183149686883e-08,8.039985739049458e-08,3.4637273606799896e-05,3.248414402916318e-05
57,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.1065926048017684e-09,5.1221113563293505e-08,4.75086108919987e-10,2.9073737650400117e-08,2.251507110139798e-09,2.003979248305162e-08,6.98581887852578e-08,3.4640155065627324e-05,3.249551636832101e-05
58,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,6.340012658343073e-10,3.8718402474409064e-08,2.722212645624365e-10,2.0617186978814146e-08,1.5966210048645734e-09,1.7603490767734394e-08,6.057670694731531e-08,3.464268502734956e-05,3.2505388259887695e-05
59,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.6323899708111725e-10,2.9231290155578226e-08,1.5597273886669428e-10,1.4573878032110987e-08,1.1286194508318742e-09,1.544837418588854e-08,5.244125878172261e-08,3.464490845089867e-05,3.251394271850586e-05
60,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.0811089641591977e-10,2.2048144823028933e-08,8.936418366612911e-11,1.02757890930488e-08,7.957699874948177e-10,1.3546402499611889e-08,4.5336489343927025e-08,3.4646857125418526e-05,3.252134232293992e-05
61,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.1923318067731868e-10,1.6618366131470318e-08,5.12002649581215e-11,7.230472152254412e-09,5.599368679603295e-10,1.1871005075850658e-08,3.915044789512952e-08,3.4648566018967405e-05,3.2527736028035485e-05
62,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,6.831238438497253e-11,1.2519043271562884e-08,2.933443955130531e-11,5.079269065477309e-09,3.933449867569531e-10,1.039744820445776e-08,3.3777542855767974e-08,3.46500605628604e-05,3.253325416928246e-05
63,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,3.913828290283813e-11,9.427069619830166e-09,1.6806675159300324e-11,3.5633244884333443e-09,2.75948311484951e-10,9.10301659522312e-09,2.9120215968716712e-08,3.465137345450265e-05,3.253801527477446e-05
64,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.2423537519075798e-11,7.09655572704616e-09,9.629085135592113e-12,2.4971138641593004e-09,1.933796236352507e-10,7.967066485434771e-09,2.508973991054864e-08,3.465252240498861e-05,3.254211607433501e-05
65,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.2847140277742817e-11,5.340921426458018e-09,5.516807115262574e-12,1.748388818842137e-09,1.3539741866268395e-10,6.970994817536502e-09,2.1606370185812318e-08,3.46535283043271e-05,3.2545651027134485e-05
66,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,7.360524921837386e-12,4.0188968359004886e-09,3.1607513457337132e-12,1.2232783843674474e-09,9.473220849204587e-11,6.09814072959125e-09,1.8599086130658787e-08,3.4654407047090076e-05,3.2548692794073195e-05
67,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,4.217072814970466e-12,3.023697146480637e-09,1.8108929788511539e-12,8.553770991663137e-10,6.624146408285014e-11,5.3336567777608114e-09,1.6005093320494606e-08,3.465517543611072e-05,3.2551312219528925e-05
68,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,2.416091839612428e-12,2.274702170065471e-09,1.0375169625019355e-12,5.978353077634459e-10,4.629710842675109e-11,4.664365301973053e-09,1.376918860755506e-08,3.4655847549438475e-05,3.255356788635254e-05
69,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,1.3842538730083715e-12,1.711104317413022e-09,5.944256930065638e-13,4.1767175952416094e-10,3.234502054554122e-11,4.0786074186187415e-09,1.1843056307129917e-08,3.465643246968587e-05,3.255550838652111e-05
70,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,7.930820258717999e-13,1.2870704466920521e-09,3.40564940058487e-13,2.9170854845904697e-10,2.2590271934556464e-11,3.5660937871961367e-09,1.0184559505432845e-08,3.465694745381673e-05,3.255717640831357e-05
71,21.0,0.5,0.6000000238418579,0.1375000029802322,0.9991735416666668,5.271876407025249e-13,1.0472593647945258e-09,2.2638468679916617e-13,2.247139167997779e-10,1.7402124588746422e-11,3.2378092227089738e-09,9.136229443053404e-09,3.4657277001274955e-05,3.255823029412164e-05
0,22.0,0.5,0.4250000119209289,0.1375000029802322,0.9990113541666666,0.0004253026544479714,0.00018371375674289999,6.977725891839891e-05,0.00011532408941355715,2.2359803063528878e-05,1.3054084891364687e-05,1.2244100003015427e-05,0.00010075763248255714,7.4233094851175946e-06
1,22.0,0.5,0.4250000119209289,0.1375000029802322,0.998960744047619,0.00028281814211885716,0.0002193217123121857,7.548749651227679e-05,0.00015325253441214286,2.1233294577825635e-05,1.241647550037929e-05,1.6784204755510602e-05,0.00010247168495537142,9.635407356988815e-06
2,22.0,0.5,0.4250000119209289,0.1375000029802322,0.998905818452381,0.00020416065034405714,0.00022117459978372858,6.052333468482608e-05,0.00017147535778222855,1.9810481752668108e-05,1.1806028797512963e-05,2.0354686691647486e-05,0.00010410197575881428,1.2462103707449777e-05
3,22.0,0.48049080797604155,0.4250000119209289,0.1375000029802322,0.9988527678571428,0.00015750321887784288,0.0002083596692765857,4.658448900495257e-05,0.0001698770305088143,1.771029381524949e-05,1.1189157281603132e-05,2.290417307899112e-05,0.00010565002713881429,1.5753646351042248e-05
4,22.0,0.44800665974617004,0.4250000119209289,0.1375000029802322,0.9988041815476191,0.00012725596654977143,0.00018993399847115714,3.654575620378767e-05,0.00015747239249087143,1.5371333985101608e-05,1.0545365923926944e-05,2.4443972678411576e-05,0.00010711332775292857,1.935437633877709e-05
5,22.0,0.4177186403955732,0.4250000119209289,0.1375000029802322,0.9987611458333332,0.00010578157152444998,0.0001701142792474,2.953519684927804e-05,0.00014088539850138572,1.3125581514267695e-05,9.875589098249163e-06,2.5100993883042107e-05,0.00010848813919788572,2.311977023170108e-05
6,22.0,0.38947827901159016,0.4250000119209289,0.1375000029802322,0.9987232291666667,8.946159090314593e-05,0.00015082281385144286,2.4472772280375164e-05,0.00012369644528337142,1.112409228370303e-05,9.19155858811878e-06,2.505212738400414e-05,0.00010977167946947143,2.692911693028041e-05
7,22.0,0.370940910918372,0.4250000119209289,0.1375000029802322,0.9986902678571428,7.63550549461728e-05,0.00013288403828934286,2.0627006122044153e-05,0.0001075472096034,9.405976022992815e-06,8.507611410958426e-06,2.447472844805036e-05,0.00011096297127854286,3.0688997450329006e-05
8,22.0,0.3704091012477875,0.4250000119209289,0.1375000029802322,0.998661636904762,6.55126208350772e-05,0.00011659009297684287,1.7565926824297223e-05,9.30435680207752e-05,7.956766173953102e-06,7.836652256193615e-06,2.3523500987461634e-05,0.00011206295195074286,3.433133261544364e-05
9,22.0,0.3704091012477875,0.4250000119209289,0.1375000029802322,0.9986368154761905,5.637273470560709e-05,0.0001019945099239922,1.505093324752081e-05,8.030430294218517e-05,6.742852017993019e-06,7.188748972756522e-06,2.2323827743530273e-05,0.00011307407379145714,3.780928975059873e-05
10,22.0,0.35953375697135925,0.4250000119209289,0.1375000029802322,0.9986153571428572,4.859505153837658e-05,8.903356915428527e-05,1.2941993077596028e-05,6.923909959338961e-05,5.727383579526629e-06,6.571026586350941e-06,2.097305138905843e-05,0.00011399995168045714,4.1092889422462105e-05
11,22.0,0.3352270594664982,0.4250000119209289,0.1375000029802322,0.9985968898809523,4.19208726428804e-05,7.75889505658831e-05,1.1149753502437047e-05,5.968014671688988e-05,4.8765448729197185e-06,5.98806307429359e-06,1.9544557616824197e-05,0.00011484494527175715,4.416504632859003e-05
12,22.0,0.312563636473247,0.4250000119209289,0.1375000029802322,0.9985809970238095,3.616098131452288e-05,6.75227655683245e-05,9.614590009053548e-06,5.144166128976004e-05,4.161427872521537e-06,5.44240849358695e-06,1.8092361177716934e-05,0.00011561394827699999,4.701827821277436e-05
13,22.0,0.29143240622111727,0.4250000119209289,0.1375000029802322,0.9985672767857142,3.122311137971424e-05,5.8695285433814645e-05,8.295218036288307e-06,4.4345763978504e-05,3.5581309738613307e-06,4.9350687435695104e-06,1.665529069446382e-05,0.00011631207965664286,4.965209461393811e-05
14,22.0,0.27559169701167513,0.4250000119209289,0.1375000029802322,0.9985553720238095,2.6987213407244e-05,5.097996030535017e-05,7.163819471995036e-06,3.8238360087076824e-05,3.0476596809568863e-06,4.465934662591843e-06,1.5260553587050664e-05,0.00011694447290325715,5.207096826462519e-05
15,22.0,0.2744058072566986,0.4250000119209289,0.1375000029802322,0.9985451339285714,2.330682640983945e-05,4.424717903137207e-05,6.1879405521211175e-06,3.298311642238072e-05,2.614530324935913e-06,4.034118822642735e-06,1.3926609130132766e-05,0.0001175162324451,5.428280784970238e-05
16,22.0,0.2744058072566986,0.4250000119209289,0.1375000029802322,0.9985362946428572,2.0173768997192382e-05,3.838401658194406e-05,5.349118482498896e-06,2.8459114347185407e-05,2.2459445964722407e-06,3.638191393443517e-06,1.2665246781848725e-05,0.00011803231738855715,5.6297791798909506e-05
17,22.0,0.26863204155649456,0.4250000119209289,0.1375000029802322,0.9985286904761904,1.7431315921601796e-05,3.328464462643578e-05,4.625225294203985e-06,2.4565952618916827e-05,1.9317320982615153e-06,3.276376383645194e-06,1.1483325844719296e-05,0.00011849740346268572,5.812749953497024e-05
18,22.0,0.25083819244589123,0.4250000119209289,0.1375000029802322,0.9985221279761906,1.5065760612487792e-05,2.8848910558791388e-05,3.99741150083996e-06,2.121096383957636e-05,1.6630459967113677e-06,2.9466812099729266e-06,1.0384003094264439e-05,0.00011891596476231428,5.978425253005255e-05
19,22.0,0.23387997916766573,0.4250000119209289,0.1375000029802322,0.9985164732142857,1.30392625218346e-05,2.499798366001674e-05,3.4571924663725354e-06,1.8318621544610887e-05,1.4328724571636745e-06,2.6469963505154563e-06,9.36770268848964e-06,0.00011929217747275713,6.128063383556548e-05
20,22.0,0.218068248459271,0.4250000119209289,0.1375000029802322,0.9985116666666667,1.1250426542191278e-05,2.1653261638823008e-05,2.9878621441977366e-06,1.582452342623756e-05,1.2354119476817903e-06,2.3751886685689293e-06,8.4329849197751e-06,0.0001196299507504,6.262914021809896e-05
21,22.0,0.20504777559212273,0.4250000119209289,0.1375000029802322,0.9985075148809524,9.717280183519635e-06,1.874755337124779e-05,2.5803785097031366e-06,1.3669783274332682e-05,1.0655373051053003e-06,2.1291375444048927e-06,7.577021916707357e-06,0.00011993288675938572,6.384193420410156e-05
22,22.0,0.2032848298549652,0.4250000119209289,0.1375000029802322,0.9985039434523809,8.379052707127163e-06,1.622451759520031e-05,2.227011379741487e-06,1.1807277089073544e-05,9.192043400946118e-07,1.9067784150441487e-06,6.796072324117024e-06,0.0001202043224516,6.493068150111607e-05
23,22.0,0.2032848298549652,0.4250000119209289,0.1375000029802322,0.9985009375,7.245690368470692e-06,1.4036929834456672e-05,1.9228740817024594e-06,1.0197119939894904e-05,7.930486329964229e-07,1.7061351026807514e-06,6.08585448492141e-06,0.00012044729505261428,6.59064447312128e-05
24,22.0,0.20042384309428077,0.4250000119209289,0.1375000029802322,0.9984982440476191,6.267715806052798e-06,1.2144028459276473e-05,1.6623229072207496e-06,8.807346366700672e-06,6.844024856885273e-07,1.525342719895499e-06,5.441830612364269e-06,0.00012066460927322857,6.677958806355794e-05
25,22.0,0.1876930828605379,0.4250000119209289,0.1375000029802322,0.9984960416666667,5.40217365537371e-06,1.0504262447357178e-05,1.4360635905038742e-06,7.6081613131931845e-06,5.908244990167164e-07,1.362654297124772e-06,4.859373569488525e-06,0.00012085883367624287,6.75598126366025e-05
26,22.0,0.17500386919294078,0.4250000119209289,0.1375000029802322,0.9984940773809524,4.661411217280797e-06,9.082645915803456e-06,1.239496994586218e-06,6.571426278068905e-06,5.100421891325997e-07,1.2164324096270969e-06,4.333820683615548e-06,0.00012103227524524285,6.825608934674945e-05
27,22.0,0.1631725260189601,0.4250000119209289,0.1375000029802322,0.9984926041666667,4.042608227048601e-06,7.851534570966448e-06,1.0701640872728257e-06,5.674719583420526e-06,4.4025411208470666e-07,1.0851516042436873e-06,3.860579956145514e-06,0.00012118705022897143,6.88767078944615e-05
28,22.0,0.15278112888336176,0.4250000119209289,0.1375000029802322,0.9984911458333333,3.4748404082797824e-06,6.787388835634504e-06,9.241401297705514e-07,4.9014512697855635e-06,3.801299063932328e-07,9.674073542867387e-07,3.435261164392744e-06,0.00012132508595781428,6.942925952729724e-05
29,22.0,0.1505971103906631,0.4250000119209289,0.1375000029802322,0.9984898363095238,3.0304018088749474e-06,5.871044624419439e-06,8.018131554126739e-07,4.234383276530674e-06,3.283030610708964e-07,8.619077361765362e-07,3.0536916142418274e-06,0.00012144811721068572,6.99206897190639e-05
30,22.0,0.1505971103906631,0.4250000119209289,0.1375000029802322,0.9984890625,2.5852608396893455e-06,5.072546572912307e-06,6.893614644096011e-07,3.658786557969593e-06,2.836108562492189e-07,7.67471208458855e-07,2.7119615248271398e-06,0.00012155768803182857,7.035733450026739e-05
31,22.0,0.14932120697838916,0.4250000119209289,0.1375000029802322,0.9984883333333333,2.2910192466917493e-06,4.38863197962443e-06,6.000489067463648e-07,3.1606044655754452e-06,2.4494921877270655e-07,6.830019113563355e-07,2.40631605897631e-06,0.00012165524074004285,7.074494316464378e-05
32,22.0,0.1404438998017992,0.4250000119209289,0.1375000029802322,0.9984876041666667,1.911727019718715e-06,3.7947924364180795e-06,5.169293213458289e-07,2.734186422257196e-06,2.1186985075473787e-07,6.075190291518257e-07,2.1333876110258555e-06,0.00012174202510285714,7.108872459048316e-05
33,22.0,0.13094902251447946,0.4250000119209289,0.1375000029802322,0.998486875,1.6548561340286618e-06,3.270837494305202e-06,4.401551187038422e-07,2.3584863969257902e-06,1.8273541437728065e-07,5.401078930922917e-07,1.8899239812578474e-06,0.00012181920187809999,7.139340355282737e-05
34,22.0,0.12209605638469964,0.4250000119209289,0.1375000029802322,0.9984861458333334,1.5076872138749985e-06,2.830850113005865e-06,3.8681531945864365e-07,2.035035916737148e-06,1.5765929683333352e-07,4.79931618486132e-07,1.6728987438338143e-06,0.00012188779195147142,7.16632080078125e-05
35,22.0,0.11400019590343743,0.4250000119209289,0.1375000029802322,0.9984856398809524,1.3109898567199709e-06,2.465220547857739e-06,3.461524134590513e-07,1.767511282648359e-06,1.3692255176249006e-07,4.262774402186984e-07,1.4798279745238167e-06,0.0001219487144832857,7.190194629487537e-05
36,22.0,0.1115650832653045,0.4250000119209289,0.1375000029802322,0.998485625,1.0334126580329169e-06,2.1267054478327434e-06,2.8889696512903494e-07,1.5339456285749162e-06,1.188214761870248e-07,3.7849301383608867e-07,1.3083928539639426e-06,0.00012200282323922858,7.211307434808641e-05
37,22.0,0.1115650832653045,0.4250000119209289,0.1375000029802322,0.998485625,8.718615841297876e-07,1.8217442433039346e-06,2.3831375652835484e-07,1.3180088287308103e-06,1.0208969403590475e-07,3.359209888038181e-07,1.1560585527192979e-06,0.0001220508575439,7.229969297136579e-05
38,22.0,0.11109090702874314,0.4250000119209289,0.1375000029802322,0.998485625,7.793049585251581e-07,1.5635012444995699e-06,2.0409169473818373e-07,1.1275545897937958e-06,8.733415177890234e-08,2.9798010275477457e-07,1.02060752255576e-06,0.00012209348042801428,7.246450969151088e-05
39,22.0,0.10508905031851355,0.4250000119209289,0.1375000029802322,0.998485625,7.262763664835975e-07,1.3527340122631616e-06,1.829439774155617e-07,9.691108408428375e-07,7.505952602341061e-08,2.641922945067996e-07,9.003195024672008e-07,0.00012213128589441428,7.260995229085287e-05
40,22.0,0.09798438102006911,0.4250000119209289,0.1375000029802322,0.998485625,6.95894630182357e-07,1.1847418120929173e-06,1.7037483198302132e-07,8.431149948210944e-07,6.529908627271653e-08,2.3415175931794302e-07,7.937911507629213e-07,0.00012216480073471428,7.273822784423829e-05
41,22.0,0.09136003255844109,0.4250000119209289,0.1375000029802322,0.998485625,6.784879593622117e-07,1.0529695522217524e-06,1.6304041480734234e-07,7.461264161836533e-07,5.778595272983824e-08,2.0749740302562714e-07,6.997766452176231e-07,0.00012219449724462859,7.2851315452939e-05
42,22.0,0.0851835278528077,0.4250000119209289,0.1375000029802322,0.998485625,6.685151514552888e-07,9.507572792825245e-07,1.587991469672748e-07,6.731913487116496e-07,5.213622580326739e-08,1.8389795862493061e-07,6.171077702726636e-07,0.00012222080049057143,7.29510089329311e-05
43,22.0,0.08264944702386849,0.4250000119209289,0.1375000029802322,0.998485625,6.62801464398702e-07,8.721052748816354e-07,1.5635769459463302e-07,6.192718872002193e-07,4.795956203625316e-08,1.6304564085744677e-07,5.446673007238479e-07,0.00012224412463955714,7.30389658610026e-05
44,22.0,0.08264944702386849,0.4250000119209289,0.1375000029802322,0.998485625,5.097007538591113e-07,7.988923078491574e-07,1.4387621411255429e-07,5.76775237208321e-07,4.4667822796674e-08,1.4465181955269405e-07,4.813730858621143e-07,0.00012226480574831428,7.31166494460333e-05
45,22.0,0.0825319641402789,0.4250000119209289,0.1375000029802322,0.998485625,2.9202338130701156e-07,6.919821671077184e-07,1.0335252309838931e-07,5.196574756077357e-07,4.0244040567250486e-08,1.284039623680569e-07,4.2591972720055353e-07,0.00012228317260737142,7.318535123552595e-05
46,22.0,0.07863430785281311,0.4250000119209289,0.1375000029802322,0.998485625,1.6730924269982747e-07,5.726405055749984e-07,6.5364261113462e-08,4.4079134861628215e-07,3.4136192074843815e-08,1.1395452632790521e-07,3.767234157948267e-07,0.00012229947408034286,7.324612935384114e-05
47,22.0,0.07331814297607961,0.4250000119209289,0.1375000029802322,0.998485625,9.585665184117499e-08,4.6058011196908504e-07,3.925728567299389e-08,3.555815170208613e-07,2.7537195544157712e-08,1.0102586022445135e-07,3.325863359939484e-07,0.00012231392633341428,7.32998411996024e-05
48,22.0,0.06836138452802383,0.4250000119209289,0.1375000029802322,0.998485625,5.4919249599888215e-08,3.635236904734657e-07,2.3023247984903203e-08,2.765424407663799e-07,2.1416149323894867e-08,8.94285844905036e-08,2.9281062739236015e-07,0.00012232672918404284,7.334720248267764e-05
49,22.0,0.06373973031129153,0.4250000119209289,0.1375000029802322,0.998485625,3.1464944948397935e-08,2.8320978439989544e-07,1.3346990370856864e-08,2.0950536110571454e-07,1.6224606051331475e-08,7.902954926802999e-08,2.5699783648763387e-07,0.0001223380552018857,7.338883354550316e-05
50,22.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.998485625,1.8027245643593016e-08,2.1861454383248377e-07,7.692841214260885e-09,1.5572796087889448e-07,1.2059941045230343e-08,6.972416880584898e-08,2.2487880928175792e-07,0.00012234804062612856,7.342532203311012e-05
51,22.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.998485625,1.0328369348176888e-08,1.6763230164845783e-07,4.420971908118753e-09,1.1413982138037682e-07,8.839249633075226e-09,6.142075838787216e-08,1.9622038695074262e-07,0.00012235685439332858,7.345720836094448e-05
52,22.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.998485625,5.917442918178581e-09,1.2791423393147333e-07,2.53688192017199e-09,8.277936439429012e-08,6.41062046356854e-09,5.4033368471122924e-08,1.7078620337304617e-07,0.00012236461639400002,7.348499298095704e-05
53,22.0,0.058839187558208154,0.4250000119209289,0.1375000029802322,0.998485625,3.3902866388892844e-09,9.725548859153477e-08,1.4546253701805003e-09,5.9553242865062905e-08,4.6119357215329295e-09,4.7479464805551944e-08,1.4832691599925362e-07,0.00012237143925252855,7.350915000552224e-05
54,22.0,0.05486129543610976,0.4250000119209289,0.1375000029802322,0.998485625,1.942400454676577e-09,7.374673727012817e-08,8.33743224142208e-10,4.257737259779658e-08,3.2972857089979307e-09,4.167971866471427e-08,1.2858353555202486e-07,0.00012237743559334285,7.353010813395182e-05
55,22.0,0.05115233202065737,0.4250000119209289,0.1375000029802322,0.998485625,1.112861542164215e-09,5.580814244846503e-08,4.777782132372349e-10,3.0292267911136156e-08,2.345899203126984e-09,3.655861397939069e-08,1.1129508770647503e-07,0.0001223826980590143,7.354826064336867e-05
56,22.0,0.047694118427378744,0.4250000119209289,0.1375000029802322,0.998485625,6.37592893326655e-10,4.216916326965605e-08,2.737636289869746e-10,2.1468918504459517e-08,1.6625990697537502e-09,3.2045154699257445e-08,9.620627654450281e-08,0.0001223873265584,7.35639644804455e-05
57,22.0,0.0454241016081401,0.4250000119209289,0.1375000029802322,0.998485625,3.6529675223088514e-10,3.1827052700377644e-08,1.5685639872182426e-10,1.5168979409195127e-08,1.17471796416101e-09,2.8073432012682874e-08,8.307372530301413e-08,0.00012239135923834286,7.357753117879231e-05
58,22.0,0.045358978211879696,0.4250000119209289,0.1375000029802322,0.998485625,2.0928983368711276e-10,2.400063554800692e-08,8.987045605733458e-11,1.0691444234301647e-08,8.279679778275922e-10,2.4582910839290848e-08,7.167013539444832e-08,0.0001223948978242,7.358924320765904e-05
